range_days;current_start;current_end;page;query;clicks;impressions;ctr;position;previous_clicks;previous_impressions;previous_ctr;previous_position;delta_clicks;delta_impressions;delta_position;post_id;post_title;page_type;seo_title;seo_description;canonical;in_sitemap;noindex;word_count;non_target_query
28;2026-07-03;2026-07-30;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome solar";0;3;0,0000;11,33;0;0;0,0000;0,00;0;3;;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Erfahrungen für Handwerker: Kosten & Einordnung";"Aroundhome aus Handwerker-Sicht: was öffentliche Erfahrungen zeigen, wie die Kosten-Logik funktioniert und wann eigene Anfrage-Systeme wirtschaftlicher sind.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-07-03;2026-07-30;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome solar erfahrungen";0;5;0,0000;9,40;0;0;0,0000;0,00;0;5;;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Erfahrungen für Handwerker: Kosten & Einordnung";"Aroundhome aus Handwerker-Sicht: was öffentliche Erfahrungen zeigen, wie die Kosten-Logik funktioniert und wann eigene Anfrage-Systeme wirtschaftlicher sind.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-07-03;2026-07-30;https://hasimuener.de/aroundhome-solar-einordnung/;"aroundhome solaranlage";0;8;0,0000;13,38;0;0;0,0000;0,00;0;8;;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Erfahrungen für Handwerker: Kosten & Einordnung";"Aroundhome aus Handwerker-Sicht: was öffentliche Erfahrungen zeigen, wie die Kosten-Logik funktioniert und wann eigene Anfrage-Systeme wirtschaftlicher sind.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-07-03;2026-07-30;https://hasimuener.de/aroundhome-solar-einordnung/;"welche vorteile bietet aroundhome für handwerksbetriebe oder dienstleister?";0;1;0,0000;6,00;0;0;0,0000;0,00;0;1;;15206;"Aroundhome Erfahrungen für Handwerker: Kosten und Einordnung des Vergleichsportal-Modells";post;"Aroundhome Erfahrungen für Handwerker: Kosten & Einordnung";"Aroundhome aus Handwerker-Sicht: was öffentliche Erfahrungen zeigen, wie die Kosten-Logik funktioniert und wann eigene Anfrage-Systeme wirtschaftlicher sind.";https://hasimuener.de/aroundhome-solar-einordnung/;1;0;1083;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"b2b leads energie";0;1;0,0000;10,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"b2b photovoltaik handel";0;3;0,0000;31,67;0;3;0,0000;36,67;0;0;-5,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"b2b-handel photovoltaik";0;5;0,0000;27,80;0;1;0,0000;47,00;0;4;-19,20;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"b2b-handel pv";0;4;0,0000;28,75;0;4;0,0000;23,25;0;0;5,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"b2b-handel solar";0;2;0,0000;51,00;0;1;0,0000;67,00;0;1;-16,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"energie leads b2b";0;20;0,0000;18,45;0;5;0,0000;17,00;0;15;1,45;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"energieberater leads";0;5;0,0000;50,00;0;0;0,0000;0,00;0;5;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"energieberatung leads";0;2;0,0000;42,50;0;0;0,0000;0,00;0;2;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"energieprojekte b2b deutschland";0;1;0,0000;55,00;0;1;0,0000;96,00;0;0;-41,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"leadgenerator solar";0;1;0,0000;79,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"leadgenerierung photovoltaik";0;34;0,0000;46,21;0;15;0,0000;67,87;0;19;-21,66;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"leadgenerierung solar";0;1;0,0000;31,00;0;5;0,0000;47,80;0;-4;-16,80;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"leads kaufen photovoltaik";0;1;0,0000;62,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"leads photovoltaik";0;2;0,0000;48,00;0;0;0,0000;0,00;0;2;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"leads solar";0;4;0,0000;51,50;0;0;0,0000;0,00;0;4;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"photovoltaik b2b";0;6;0,0000;21,33;0;8;0,0000;41,88;0;-2;-20,54;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"photovoltaik b2b lösung";0;64;0,0000;40,77;0;62;0,0000;40,74;0;2;0,02;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"photovoltaik leads";0;45;0,0000;49,96;0;0;0,0000;0,00;0;45;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"photovoltaik leads gewerbe";0;9;0,0000;18,11;0;3;0,0000;18,67;0;6;-0,56;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"photovoltaik leads kaufen";0;12;0,0000;55,42;0;0;0,0000;0,00;0;12;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"photovoltaik marketing";0;1;0,0000;69,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;photovoltaik-leads;0;2;0,0000;54,00;0;0;0,0000;0,00;0;2;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv business deutschland";0;4;0,0000;85,25;0;0;0,0000;0,00;0;4;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv droben";0;2;0,0000;44,00;0;0;0,0000;0,00;0;2;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv lead";0;1;0,0000;43,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv leads";0;14;0,0000;47,50;0;0;0,0000;0,00;0;14;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv leads gewerbe";0;33;0,0000;14,73;0;5;0,0000;19,20;0;28;-4,47;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv leads kaufen";0;5;0,0000;62,20;0;0;0,0000;0,00;0;5;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"pv termine b2b";0;39;0,0000;7,74;0;85;0,0000;9,62;0;-46;-1,88;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;pv-leads;0;1;0,0000;48,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solar b2b";0;2;0,0000;39,00;0;0;0,0000;0,00;0;2;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solar lead generation";0;3;0,0000;54,00;0;2;0,0000;58,00;0;1;-4,00;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solar lead generator";0;1;0,0000;72,00;0;0;0,0000;0,00;0;1;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solar leads";0;15;0,0000;42,93;0;0;0,0000;0,00;0;15;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solar leads kaufen";0;2;0,0000;53,00;0;0;0,0000;0,00;0;2;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solar pv leads";0;8;0,0000;77,75;0;0;0,0000;0,00;0;8;;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
28;2026-07-03;2026-07-30;https://hasimuener.de/b2b-solar-leads/;"solarstrom b2b";0;1;0,0000;42,00;0;2;0,0000;47,50;0;-1;-5,50;15199;"B2B Solar Leads – gewerbliche Photovoltaik-Anfrage-Systeme";page;"PV-Termine B2B & Photovoltaik Leads: Gewerbe statt Masse";"Gewerbliche PV-Termine und Anfragen für Hallendächer, Quartiere & PPA: vorqualifiziert statt eingekauft. Eigenes Anfrage-System statt Termin-Provision.";https://hasimuener.de/b2b-solar-leads/;1;0;1362;0
